Nome,Vida,Atk,Def,SpA,SpD,Vel,Mag,Per,Ene,EnR,CrD,CrC,Sinergia,Habilidades,Equipaveis,Total,Poder R1,Poder R2,Poder R3,Tipo1,%1,Tipo2,%2,Tipo3,%3,Altura,Peso,Grupo,Raridade,Estagio,FF,Code,Linhagem
Duosion,63,19,25,63,29,17,28,23,36,15,6,10,3,1,1,721,261,425,543,psiquico,100,,,,,,,desconhecido,6,2,,730,289
Reuniclus,112,26,33,69,38,20,36,25,48,22,10,12,3,1,2,946,346,560,706,psiquico,100,,,,,,,desconhecido,9,3,,731,289
Ducklett,53,23,24,23,24,25,23,22,22,12,5,13,4,1,1,607,151,291,425,agua,100,voador,50,,,,,pato,3,1,,732,290
Swanna,75,37,31,37,31,39,32,28,36,16,10,18,4,1,2,865,227,437,617,agua,100,voador,100,,,,,pato,6,2,,733,290
Vanillite,35,24,24,27,26,21,25,20,18,16,4,15,4,1,1,606,156,294,405,gelo,100,,,,,,,comida,2,1,,734,291
Vanillish,54,30,30,40,36,27,40,27,29,18,5,16,4,1,1,787,232,410,572,gelo,100,,,,,,,comida,6,2,,735,291
Vanilluxe,77,41,39,51,42,35,53,35,38,20,8,17,4,1,2,1000,292,529,745,gelo,100,,,,,,,comida,9,3,,736,291
Vaniluxe Radiante,77,45,43,55,46,39,57,39,42,22,11,20,5,1,2,1100,316,576,809,gelo,100,,,,,,,comida,-,FF,,737,291
Deerling,51,26,24,20,24,29,27,17,20,14,6,10,2,1,1,589,164,311,425,normal,100,planta,100,,,,,veado,3,1,,738,292
Sawsbuck,78,40,34,27,34,38,35,35,35,15,6,12,2,1,2,828,234,444,634,normal,100,planta,100,,,,,veado,7,2,,739,292
Emolga,46,31,25,31,25,50,28,24,24,24,10,10,3,1,2,768,224,380,524,eletrico,100,voador,100,,,,,esquilo,4,1,,740,293
Karrablast,43,26,24,20,24,22,17,42,18,13,10,10,3,1,1,611,184,319,429,inseto,100,,,,,,,insetoide,2,1,,741,294
Escavalier,73,39,41,23,41,19,19,95,35,14,15,10,3,1,2,918,354,575,697,inseto,100,metal,100,,,,,insetoide,7,2,,742,294
Foongus,57,25,21,25,25,13,18,15,25,12,10,15,4,1,1,594,157,299,395,planta,100,venenoso,100,,,,,cogumelo,1,1,,743,295
Amoonguss,110,43,36,43,41,17,26,19,40,15,10,20,4,1,2,890,282,516,646,planta,100,venenoso,100,,,,,cogumelo,7,2,,744,295
Frillish,49,18,21,25,40,23,28,15,31,12,5,10,3,1,1,614,198,343,451,agua,100,fantasma,100,,,,,agua-viva,4,1,,745,296
Jellicent,104,26,31,35,62,25,36,18,90,15,5,10,3,1,2,945,408,612,750,agua,100,fantasma,100,,,,,agua-viva,8,2,,746,296
Alomomola,153,30,36,20,22,28,32,23,32,15,3,15,3,1,2,803,289,469,599,agua,100,,,,,,,peixe,5,1,,747,297
Joltik,40,19,20,21,20,23,21,20,19,12,20,10,3,1,1,574,130,250,368,inseto,100,eletrico,100,,,,,aranha,1,1,,748,298
Galvantula,72,36,29,41,29,42,30,26,33,13,35,10,3,1,2,881,238,446,622,eletrico,100,inseto,100,,,,,aranha,6,2,,749,298
Ferroseed,37,24,33,15,31,9,18,34,20,10,10,10,2,1,1,565,196,321,407,metal,100,planta,100,,,,,casulo,3,1,,750,299
Ferrothorn,73,36,59,22,52,13,24,58,38,12,11,11,2,1,2,871,338,559,677,metal,100,planta,100,,,,,casulo,7,2,,751,299
Klink,39,23,29,20,24,15,16,19,25,15,5,12,4,1,1,572,156,281,381,metal,100,,,,,,,objeto,3,1,,752,300
Klang,60,34,43,22,31,22,20,28,35,25,10,15,4,1,2,805,224,402,540,metal,100,,,,,,,objeto,6,2,,753,300
Klinklang,66,44,55,22,33,33,22,33,55,33,11,22,4,1,2,991,308,506,682,metal,100,,,,,,,objeto,9,3,,754,300
Tynamo,31,25,20,21,20,26,22,18,20,15,10,5,3,1,1,550,146,268,375,eletrico,100,agua,50,,,,,peixe,2,1,,755,301
Eelektrik,61,37,32,34,32,29,25,27,38,23,10,5,3,1,1,776,218,407,569,eletrico,100,agua,50,,,,,cobra,6,2,,756,301
Eelektross,85,51,36,45,36,30,31,33,50,38,10,5,3,1,2,996,292,525,725,eletrico,100,agua,50,,,,,cobra,9,3,,757,301
Elgyem,46,23,23,30,23,19,22,23,23,15,10,16,4,1,1,636,152,290,418,cosmico,100,,,,,,,maquina,4,1,,758,303
Beheeyem,68,34,34,62,42,24,29,30,34,16,10,16,4,1,2,888,276,480,646,cosmico,100,,,,,,,maquina,7,2,,759,303
Litwick,40,16,21,28,21,13,22,17,25,15,12,10,3,1,1,562,150,274,370,fantasma,100,fogo,100,,,,,objeto,2,1,,760,304
Lampent,63,20,31,44,31,20,29,19,32,15,15,10,3,1,1,720,215,397,515,fantasma,100,fogo,100,,,,,objeto,5,2,,761,304
Chandelure,70,25,41,73,42,35,46,30,40,15,18,10,3,1,2,968,322,554,734,fantasma,100,fogo,100,,,,,objeto,9,3,,762,304
Chandelure Radiante,70,29,45,77,46,39,50,34,44,17,21,13,4,1,2,1068,346,602,798,fantasma,100,fogo,100,,,,,objeto,-,FF,,763,304
Axew,42,34,24,16,19,22,17,18,20,14,15,10,4,1,1,593,160,280,382,dragao,100,,,,,,,dinossauro,4,1,,764,305
Fraxure,58,46,31,20,23,29,23,24,31,16,16,12,4,1,1,740,216,380,512,dragao,100,,,,,,,dinossauro,6,2,,765,305
Haxorus,78,78,44,26,32,36,30,31,42,17,18,12,4,1,2,974,328,542,716,dragao,100,,,,,,,dinossauro,9,3,,766,305
Cubchoo,44,24,20,23,20,20,27,20,22,12,10,15,3,1,1,589,148,276,396,gelo,100,,,,,,,urso,2,1,,767,306
Beartic,93,69,32,28,32,24,27,28,46,12,12,16,3,1,2,887,323,507,665,gelo,100,,,,,,,urso,8,2,,768,306
Cryogonal,75,22,22,45,65,45,40,26,30,15,15,15,2,1,2,895,310,525,665,gelo,100,cosmico,50,,,,,objeto,7,1,,769,307
Crygonal Radiante,75,26,26,49,69,49,44,30,34,17,18,18,3,1,2,995,334,565,729,gelo,100,cosmico,50,,,,,objeto,-,FF,,770,307
Shelmet,40,18,26,18,22,15,23,18,23,12,10,15,2,1,1,549,144,264,366,inseto,100,,,,,,,concha,1,1,,771,308
Accelgor,73,30,26,42,28,76,25,25,31,15,12,16,2,1,2,863,309,487,639,inseto,100,sombrio,50,,,,,criatura,7,2,,772,308
Stunfisk,102,22,29,28,36,16,25,24,32,12,15,15,2,1,2,744,238,402,526,terrestre,100,eletrico,100,,,,,peixe,4,1,,773,309
Ultra Stunkfisk,103,35,45,28,36,16,25,34,32,12,19,19,2,1,2,847,265,467,611,terrestre,100,metal,100,,,,,peixe,-,FF,,774,309
Mienfoo,41,27,21,22,21,25,18,19,20,14,5,15,3,1,1,573,148,273,387,lutador,100,,,,,,,macaco,3,1,,775,310
Mienshao,70,42,29,36,29,39,22,23,33,19,8,20,3,1,2,826,234,428,576,lutador,100,,,,,,,macaco,7,2,,776,310
Druddigon,100,56,44,28,44,22,23,30,42,9,12,5,5,1,2,875,300,532,678,dragao,100,,,,,,,dragão,8,1,,777,311
Golett,52,30,26,18,26,18,25,14,30,7,5,10,3,1,1,569,172,326,426,terrestre,100,fantasma,100,pedra,50,,,golem,3,1,,778,312
Golurk,107,80,54,24,54,24,33,14,56,8,5,12,3,1,2,958,380,661,785,terrestre,100,fantasma,100,pedra,50,,,golem,9,2,,779,312
Pawniard,40,28,24,18,18,30,18,25,18,16,15,10,3,1,1,607,166,290,398,metal,100,sombrio,100,,,,,humanoide,4,1,,780,313
Bisharp,69,59,40,23,28,28,20,33,33,15,18,11,3,1,2,834,267,455,597,metal,100,sombrio,100,,,,,humanoide,7,2,,781,313
Kingambit,85,68,57,26,42,25,24,50,42,14,20,12,4,1,3,1025,350,603,753,metal,100,sombrio,100,,,,,humanoide,10,3,,782,313
Bouffalant,95,51,47,19,47,23,24,51,36,12,5,10,2,1,2,864,299,559,691,normal,100,,,,,,,touro,6,1,,783,314
Rufflet,57,28,23,17,23,25,17,18,22,6,10,15,3,1,1,572,163,299,403,normal,100,voador,100,,,,,pomba,4,1,,784,315
Braviary,103,45,34,23,34,36,19,25,45,10,10,15,3,1,2,830,283,491,625,normal,100,voador,100,,,,,passaro,8,2,,785,315
Ultra Braviary,103,35,34,45,43,41,43,25,45,10,15,15,3,1,2,945,283,537,725,psiquico,100,voador,100,,,,,passaro,-,FF,,786,315
Vullaby,58,23,26,19,24,23,20,20,21,10,12,18,3,1,1,610,158,292,410,sombrio,100,voador,100,,,,,pomba,4,1,,787,316
Mandibuzz,105,29,46,25,39,34,23,25,40,12,16,36,3,1,2,921,277,495,653,sombrio,100,voador,100,,,,,pomba,8,2,,788,316
Heatmor,79,42,33,49,33,32,30,26,32,16,15,10,4,1,2,872,261,457,633,fogo,100,,,,,,,tatu,5,1,,789,317
Durant,59,61,65,21,21,60,15,30,30,10,10,5,5,1,1,840,372,551,665,inseto,100,metal,100,,,,,insetoide,5,1,,790,318
Deino,48,26,24,23,24,21,21,20,22,11,13,16,3,1,1,611,148,286,410,dragao,100,sombrio,80,,,,,dinossauro,4,1,,791,319
Zweilous,70,38,34,32,34,30,31,28,35,14,16,18,3,1,1,822,216,416,594,dragao,100,sombrio,100,,,,,dinossauro,7,2,,792,319
Hydreigon,96,49,43,68,43,45,44,39,43,18,18,22,3,1,2,1126,330,594,844,dragao,100,sombrio,100,,,,,dragão,10,3,,793,319
Larvesta,44,28,22,21,22,22,23,16,24,6,12,12,4,1,1,576,150,282,400,fogo,100,inseto,100,,,,,pereba,3,1,,794,320
Volcarona,81,28,30,74,50,40,35,20,50,9,13,13,4,1,2,949,348,579,735,fogo,100,inseto,100,,,,,casulo,8,2,,795,320
Cobalion,90,43,56,43,31,49,26,34,50,15,12,16,4,1,2,998,310,572,754,metal,100,lutador,100,terrestre,10,,,cabra,-,1,,796,321
Terrakion,90,56,43,31,43,49,30,30,55,10,12,16,4,1,2,988,320,582,764,pedra,100,lutador,100,terrestre,10,,,cabra,-,1,,797,322
Virizion,90,43,31,43,56,49,26,34,45,20,12,16,4,1,2,1008,300,562,744,planta,100,lutador,100,terrestre,10,,,cabra,-,1,,798,323
Tornadus,83,48,34,48,34,58,48,31,31,11,13,15,3,1,2,965,308,555,747,voador,100,,,,,,,anjo,-,1,,799,324
Thundurus,83,48,34,58,34,48,31,48,31,11,13,15,3,1,2,965,308,555,747,eletrico,100,voador,100,,,,,anjo,-,1,,800,325
Landorus,83,58,34,48,34,48,31,31,48,11,13,15,3,1,2,965,308,555,747,terrestre,100,voador,100,,,,,anjo,-,1,,803,326
Reshiram,100,56,56,86,45,43,40,30,48,21,10,15,3,1,2,1157,396,682,908,dragao,100,fogo,100,,,,,dragão,-,1,,801,327
Zekrom,100,86,45,56,56,43,30,40,48,21,10,15,3,1,2,1157,396,682,908,dragao,100,eletrico,100,,,,,abelha,-,1,,802,328
Kyurem,120,63,45,63,45,40,42,28,56,13,10,25,4,1,2,1141,372,664,884,dragao,100,gelo,100,,,,,dragão,-,1,,804,329
KyuremBlack,120,94,56,56,45,40,44,28,62,13,12,25,5,1,2,1243,432,746,970,dragao,100,gelo,100,,,,,dragão,-,2,,805,329
KyuremWhite,120,56,45,94,56,40,44,28,62,13,12,25,5,1,2,1243,432,746,970,dragao,100,gelo,100,,,,,dragão,-,2,,806,329
Keldeo,71,35,39,65,39,45,35,60,32,15,15,12,4,1,2,1012,340,567,771,agua,100,lutador,100,,,,,cabra,-,1,,807,330
Keldeo Radiante,71,39,43,69,43,49,39,64,36,17,18,15,5,1,2,1112,364,614,835,agua,100,lutador,100,,,,,cabra,-,FF,,808,330
Keldeo Resolute,71,25,21,70,21,50,50,75,32,20,25,8,3,1,2,1028,390,625,767,agua,100,lutador,100,,,,,cabra,-,F,,807,330
Keldeo Resolute Radiante,71,29,25,74,25,54,54,79,36,22,28,11,4,1,2,1128,414,665,829,agua,100,lutador,100,,,,,cabra,-,FF,,808,330
Meloetta,62,25,25,71,71,36,76,20,34,15,10,16,5,1,2,1026,436,638,778,sonoro,100,psiquico,100,,,,,humanoide,-,1,,809,331
Meloetta Radiante,62,29,29,75,75,40,80,24,38,17,13,19,6,1,2,1126,460,678,842,sonoro,100,lutador,100,,,,,humanoide,-,FF,,811,331
Meloetta Pirouette,62,71,36,25,25,71,76,20,34,15,10,16,5,1,2,1026,436,638,778,sonoro,100,psiquico,100,,,,,humanoide,-,F,,810,331
Meloetta Pirouette Radiiante,62,75,40,29,29,75,80,24,38,17,13,19,6,1,2,1126,460,678,842,sonoro,100,lutador,100,,,,,humanoide,-,FF,,810,331
Genesect,75,72,38,72,38,39,25,28,32,28,18,15,3,1,2,1064,366,593,769,inseto,100,metal,100,cosmico,50,,,maquina,-,1,,812,332
Chespin,45,27,31,20,21,17,15,19,18,12,10,15,3,1,2,594,161,281,381,planta,100,,,,,,,porco-espinho,3,1,,813,333
Quilladin,79,38,47,27,28,20,18,28,30,12,12,18,3,1,2,779,249,421,551,planta,100,lutador,10,,,,,porco-espinho,6,2,,814,333
Chesnaught,101,57,65,35,36,29,27,40,50,13,15,20,3,1,2,1026,345,597,779,planta,100,lutador,100,,,,,tartaruga,9,3,,815,333
Chesnaught Radiante,101,61,69,39,40,33,31,44,54,15,18,23,4,1,2,1126,368,637,843,planta,100,lutador,100,,,,,tartaruga,-,FF,,816,333
Fennekin,39,20,18,27,26,26,21,17,18,12,8,15,3,1,2,592,158,279,385,fogo,100,fada,10,,,,,raposa,3,1,,817,334
Braixen,63,28,26,38,32,31,44,19,26,14,10,18,3,1,2,781,228,409,551,fogo,100,fada,100,,,,,raposa,6,2,,818,334
Delphox,75,33,34,57,48,47,74,24,38,15,12,18,3,1,2,1025,358,603,785,fogo,100,psiquico,100,,,,,raposa,9,3,,819,334
Delphox Radiante,75,37,38,61,52,51,78,28,42,17,15,21,4,1,2,1125,382,644,849,fogo,100,psiquico,100,,,,,raposa,-,FF,,820,334
Froakie,41,24,19,25,20,27,19,20,18,15,5,15,3,1,2,595,152,273,385,agua,100,,,,,,,sapo,3,1,,821,335
Frogadier,59,34,27,39,28,42,23,29,25,18,5,18,3,1,2,784,230,403,553,agua,100,,,,,,,sapo,6,2,,822,335
Greninja,70,48,34,57,35,66,28,38,36,23,12,23,3,1,2,1041,342,560,754,agua,100,sombrio,100,,,,,sapo,9,3,,823,335
Greninja Radiante,70,52,38,61,39,70,32,42,40,25,15,26,4,1,2,1141,366,608,818,agua,100,sombrio,100,,,,,sapo,-,FF,,824,335
Ultra Greninja,71,71,35,82,36,79,28,38,36,25,12,30,3,1,2,1197,464,684,885,agua,100,sombrio,100,,,,,sapo,-,FF,,825,335
Bunnelby,40,18,20,17,18,28,20,18,20,11,10,15,4,1,1,557,136,252,358,normal,100,,,,,,,coelho,2,1,,826,336
Diggersby,83,43,43,25,37,28,24,22,40,14,10,15,4,1,2,838,255,465,607,normal,100,terrestre,100,,,,,coelho,8,2,,827,336
Fletchling,42,24,20,21,19,30,16,19,20,13,10,12,3,1,2,588,150,272,380,voador,100,normal,100,,,,,passaro,1,1,,828,337
Fletchinder,65,35,30,31,29,46,22,24,28,13,10,12,3,1,2,763,227,407,555,voador,100,fogo,100,,,,,passaro,4,2,,829,337
Talonflame,81,43,36,37,34,67,29,36,38,15,12,15,3,1,2,952,301,523,721,fogo,100,voador,100,,,,,passaro,8,3,,830,337
Scatterbug,34,15,19,14,13,15,28,17,16,8,6,12,3,1,2,484,128,224,308,inseto,100,,,,,,,minhoca,1,1,,831,338
Spewpa,55,18,25,19,32,15,32,17,24,8,8,12,3,1,2,601,183,319,419,inseto,100,venenoso,10,,,,,casulo,4,2,,832,338
Vivillon,75,25,27,41,33,32,87,19,36,12,10,18,3,1,2,897,331,533,675,inseto,100,voador,100,fada,50,,,borboleta,8,3,,833,338
Litleo,45,20,22,25,21,25,19,18,22,13,10,15,4,1,1,596,145,275,389,fogo,100,normal,80,,,,,leão,3,1,,834,339
Pyroar,80,27,31,48,28,47,25,23,40,16,12,18,4,1,2,872,270,468,618,fogo,100,normal,80,,,,,leão,7,2,,835,339
Flabébé,38,18,18,24,29,19,22,16,18,12,5,15,3,1,1,544,150,262,366,fada,100,,,,,,,flor,2,1,,836,340
Floette,53,22,22,34,48,24,39,19,28,14,5,16,3,1,1,714,242,399,525,fada,100,,,,,,,flor,5,2,,837,340
Florges,77,28,29,45,100,31,62,24,38,14,5,18,3,1,2,1006,414,629,791,fada,100,,,,,,,flor,9,3,,838,340
Skiddo,60,30,21,25,24,23,16,21,26,14,20,5,1,1,1,613,172,316,440,planta,100,,,,,,,cabra,3,1,,839,341
Gogoat,108,50,28,45,40,32,18,35,32,18,35,8,1,1,2,939,298,518,702,planta,100,,,,,,,cabra,8,2,,840,341
Pancham,49,30,25,20,21,18,7,16,20,11,15,15,3,1,1,567,159,281,379,lutador,100,,,,,,,urso,3,1,,841,342
Pangoro,102,66,39,32,35,24,12,21,48,12,20,20,3,1,2,914,330,542,672,lutador,100,sombrio,100,,,,,urso,8,2,,842,342
Furfrou,74,38,28,30,42,45,42,18,32,14,9,25,5,1,2,892,258,472,638,normal,100,,,,,,,cachorro,5,1,,843,343
Espurr,50,21,24,26,25,28,28,19,22,5,12,15,3,1,1,607,164,312,436,psiquico,100,,,,,,,gato,3,1,,844,344
MeowsticMale,64,25,30,50,50,48,34,19,28,9,12,18,3,1,2,848,296,488,632,psiquico,100,,,,,,,gato,6,2,,845,344
MeowsticFemale,64,25,30,32,32,48,70,19,28,9,12,18,3,1,2,848,300,488,632,psiquico,100,,,,,,,gato,-,F,,846,344
Honedge,40,28,26,17,16,14,20,30,20,14,15,10,4,1,1,593,168,288,384,metal,100,fantasma,100,,,,,objeto,3,1,,847,345
Doublade,55,36,47,20,21,18,30,40,32,16,15,20,4,1,2,812,246,425,547,metal,100,fantasma,100,,,,,objeto,6,2,,848,345
Aegislash Shield,65,30,72,30,72,34,38,20,36,18,15,20,4,1,2,1006,364,569,729,metal,100,fantasma,100,,,,,objeto,9,3,,849,345
Aegislash Blade,65,70,30,70,30,35,20,42,36,16,16,20,4,1,2,1003,364,571,731,metal,100,fantasma,100,,,,,objeto,-,F,,850,345
Spritzee,56,20,24,24,25,13,24,17,18,8,4,15,5,1,1,565,154,290,390,fada,100,,,,,,,passaro,2,1,,851,346
Aromatisse,103,27,27,37,37,14,39,20,39,10,6,15,5,1,2,796,259,461,585,fada,100,,,,,,,passaro,6,2,,852,346
Swirlix,57,19,26,25,23,20,27,3,35,15,4,12,2,1,1,581,181,329,437,fada,100,,,,,,,comida,2,1,,853,347
Slurpuff,80,31,35,34,30,28,36,5,70,30,4,12,2,1,2,866,292,492,668,fada,100,,,,,,,comida,6,2,,854,347
Inkay,46,24,23,16,19,19,23,15,25,12,5,16,3,1,1,555,144,274,376,sombrio,100,psiquico,100,agua,50,,,polvo,2,1,,855,348
Malamar,87,46,45,31,34,33,44,24,38,13,5,26,3,1,2,912,270,501,681,sombrio,100,psiquico,100,agua,50,,,polvo,7,2,,856,348
Binacle,48,25,31,16,22,18,16,32,26,10,10,15,1,1,1,585,178,320,420,pedra,100,agua,80,,,,,criatura,3,1,,857,349
Barbaracle,82,43,57,21,40,27,22,61,42,16,10,15,1,1,2,917,322,568,708,pedra,100,agua,80,,,,,criatura,7,2,,858,349
Skrelp,39,24,24,24,24,18,24,20,20,15,10,15,2,1,1,590,144,280,395,venenoso,100,agua,100,,,,,cavalo-marinho,4,1,,859,350
Dragalge,68,34,42,46,63,23,36,32,44,15,10,16,2,1,2,926,306,530,708,venenoso,100,dragao,100,agua,50,,,cavalo-marinho,9,2,,860,350
Clauncher,44,23,25,24,26,19,19,21,28,13,25,5,3,1,1,626,158,302,426,agua,100,,,,,,,peixe,3,1,,861,351
Clawitzer,77,28,32,39,33,25,27,35,40,15,50,10,3,1,2,925,258,471,645,agua,100,,,,,,,peixe,6,2,,862,351
Helioptile,39,18,17,30,21,30,21,24,19,15,5,18,3,1,1,598,168,291,401,eletrico,100,normal,100,,,,,dinossauro,2,1,,863,352
Heliolisk,63,25,25,50,39,50,26,32,33,23,5,18,3,1,2,874,278,471,623,eletrico,100,normal,100,,,,,dinossauro,6,2,,864,352
Tyrunt,55,34,29,20,20,21,16,25,25,12,8,15,3,1,1,622,181,323,435,pedra,100,dragao,100,,,,,dinossauro,4,1,,865,353
Tyrantrum,97,75,68,28,25,31,19,46,54,15,10,18,3,1,2,1023,394,645,789,pedra,100,dragao,100,,,,,dinossauro,9,2,,866,353
Amaura,56,25,26,34,33,19,35,18,24,12,1,5,2,1,1,610,204,362,484,gelo,100,pedra,80,,,,,pré-histórico,4,1,,867,354
Aurorus,115,37,36,57,57,27,57,25,44,13,2,10,2,1,2,963,343,619,795,gelo,100,pedra,80,,,,,pré-histórico,8,2,,868,354
Hawlucha,67,38,30,29,28,60,20,26,32,32,18,36,4,1,2,983,268,463,637,lutador,100,voador,80,,,,,esquilo,6,1,,869,355
Hawlucha Radiante,67,42,34,33,32,64,24,30,36,34,21,39,5,1,2,1083,290,498,695,lutador,100,voador,80,,,,,esquilo,-,FF,,870,355
Dedenne,52,23,23,39,26,41,30,39,26,20,15,12,3,1,2,797,238,402,546,eletrico,100,fada,100,,,,,rato,5,1,,871,356
Carbink,54,26,70,26,70,26,30,26,30,14,10,10,4,1,2,878,340,506,662,pedra,100,fada,100,,,,,mineral,5,1,,872,357
Goomy,45,23,19,24,29,21,23,17,20,14,10,15,2,1,1,588,152,285,397,dragao,100,,,,,,,gosma,4,1,,873,358
Sliggoo,68,35,28,37,49,29,36,24,30,15,12,16,2,1,1,808,244,442,604,dragao,100,,,,,,,caracol,7,2,,874,358
Ultra Sliggoo,68,35,34,37,54,25,38,24,36,15,12,16,2,1,1,838,258,468,634,dragao,100,metal,100,,,,,caracol,-,FF,,874,358
Goodra,86,47,38,53,81,39,40,29,43,16,12,19,2,1,2,1063,362,614,826,dragao,100,,,,,,,caracol,10,3,,875,358
Ultra Goodra,86,47,48,53,95,32,46,29,57,16,12,22,2,1,2,1146,410,692,900,dragao,100,metal,100,,,,,caracol,-,FF,,875,358
Klefki,57,31,37,31,34,30,32,29,25,20,10,25,4,1,1,820,206,390,555,metal,100,fada,100,fantasma,100,,,objeto,5,1,,876,359
Phantump,43,26,22,23,25,18,23,17,20,12,10,15,3,1,1,584,148,281,391,planta,100,fantasma,100,,,,,arvore,3,1,,877,360
Trevenant,86,55,36,32,53,28,49,26,38,14,15,16,3,1,2,959,314,548,720,planta,100,fantasma,100,,,,,arvore,8,2,,878,360
Pumpkaboo,46,26,28,19,22,24,25,15,23,10,10,15,4,1,1,605,158,298,410,fantasma,100,planta,100,,,,,fruta,3,1,,879,367
Gourgeist,68,37,49,27,32,35,38,19,32,12,10,20,4,1,2,844,248,450,608,fantasma,100,planta,100,,,,,fruta,7,2,,880,367
Bergmite,50,27,30,18,19,14,23,24,20,8,10,12,5,1,1,588,164,298,400,gelo,100,,,,,,,criatura,3,1,,881,368
Avalugg,94,53,83,20,22,15,23,25,38,9,15,15,5,1,2,888,366,538,652,gelo,100,,,,,,,criatura,8,2,,882,368
Ultra Avalugg,94,67,83,20,22,28,23,29,38,10,18,15,5,1,2,963,394,584,714,gelo,100,,,,,,,criatura,-,FF,,883,368
Noibat,40,19,20,22,21,29,20,15,24,18,10,12,3,1,1,588,150,272,386,sonoro,100,dragao,100,voador,100,,,morcego,3,1,,884,369
Noivern,90,37,40,51,40,59,25,21,50,24,12,16,4,1,2,1016,320,570,742,sonoro,100,dragao,100,voador,100,,,morcego,8,2,,885,369
Xerneas,108,48,40,48,42,43,85,42,48,18,20,12,6,1,2,1188,374,652,900,fada,100,,,,,,,veado,-,1,,886,370
Yveltal,108,48,40,48,42,43,35,42,48,18,70,12,6,1,2,1238,344,622,870,sombrio,100,,,,,,,passaro,-,1,,887,371
Zygarde 1%,28,12,14,9,9,5,5,5,15,4,3,5,3,1,0,266,86,146,176,dragao,100,terrestre,100,,,,,criatura,-,1,,888,372
Zygarde 100%,180,60,68,40,44,36,36,36,70,25,15,20,3,1,2,1255,456,744,960,dragao,100,terrestre,100,,,,,criatura,-,2,,888,372
Zygarde 200%,220,65,75,44,48,38,38,38,80,28,16,25,3,1,2,1397,530,844,1072,dragao,100,terrestre,100,,,,,criatura,-,FF,,889,372
Diancie,54,41,70,41,70,26,55,26,34,15,10,15,5,1,2,1025,390,622,780,fada,100,pedra,100,,,,,mineral,-,1,,890,373
Diancie Radiante,54,45,74,45,74,30,59,30,38,17,13,18,6,1,2,1125,414,670,844,fada,100,pedra,100,,,,,mineral,-,FF,,891,373
Mega Diancie,54,69,58,69,58,41,80,32,34,15,12,15,5,1,2,1187,436,750,936,fada,100,pedra,100,,,,,mineral,-,FF,,892,373
Mega Diancie Radiante,54,73,62,73,62,45,84,36,38,17,15,18,6,1,2,1287,460,798,1000,fada,100,pedra,100,,,,,mineral,-,FF,,893,373
Hoopa,51,45,25,55,42,28,35,27,25,20,10,20,3,1,2,875,284,464,615,psiquico,100,fantasma,100,,,,,humanoide,-,1,,894,374
HoopaUnbound,92,75,30,87,61,30,40,27,64,20,20,25,3,1,2,1225,452,746,920,psiquico,100,fantasma,100,,,,,humanoide,-,F,,895,374
Volcanion,95,55,59,63,38,27,21,30,95,40,10,12,2,1,2,1177,434,719,909,fogo,100,agua,100,,,,,criatura,-,1,,896,375
Rowlet,56,24,24,23,23,20,18,20,18,12,10,15,3,1,1,589,152,284,396,planta,100,voador,100,,,,,coruja,3,1,,897,376
Dartrix,70,32,32,31,31,24,30,24,30,13,15,18,3,1,1,759,198,382,538,planta,100,voador,100,,,,,coruja,6,2,,898,376
Decidueye,79,45,32,40,40,35,27,49,36,14,20,50,3,1,2,1043,288,527,733,planta,100,fantasma,100,,,,,coruja,9,3,,899,376
Ultra Decidueye,79,60,40,40,40,35,27,49,42,20,20,50,3,1,2,1125,318,562,791,planta,100,lutador,100,,,,,coruja,-,FF,,900,376
Litten,42,27,18,26,18,28,19,24,18,14,12,10,3,1,1,590,162,290,398,fogo,100,,,,,,,gato,3,1,,901,377
Torracat,72,37,23,36,23,37,22,35,27,14,15,10,3,1,1,753,220,416,552,fogo,100,sombrio,50,,,,,gato,6,2,,902,377
Incineroar,97,58,46,40,46,34,24,46,46,14,18,12,3,1,2,1013,305,581,777,fogo,100,sombrio,100,lutador,50,,,gato,9,3,,903,377
Popplio,44,23,23,27,24,19,27,15,19,12,8,16,3,1,1,588,156,292,400,agua,100,,,,,,,foca,3,1,,904,378
Brionne,66,30,30,36,36,24,36,19,32,13,8,18,3,1,1,752,216,406,552,agua,100,,,,,,,foca,6,2,,905,378
Primarina,81,34,34,58,69,30,66,21,38,14,8,20,3,1,2,1011,386,611,781,agua,100,fada,80,,,,,foca,9,3,,906,378
Pikipek,37,23,15,15,15,23,18,42,18,15,10,15,4,1,1,590,176,285,375,voador,100,normal,100,,,,,passaro,2,1,,907,379
Trumbeak,60,31,26,23,26,31,21,66,30,16,10,15,4,1,1,787,256,428,568,voador,100,normal,100,,,,,passaro,5,2,,908,379
Toucannon,80,41,34,34,34,31,24,100,40,16,16,15,4,1,2,1013,362,578,756,voador,100,normal,100,,,,,passaro,7,3,,909,379
Yungoos,40,30,16,16,16,22,18,22,18,12,20,20,2,1,1,584,148,268,372,normal,100,,,,,,,furão,1,1,,910,380
Gumshoos,84,60,28,24,28,23,23,30,28,14,25,25,2,1,2,858,264,432,580,normal,100,,,,,,,furão,5,2,,911,380
Grubbin,38,26,14,16,14,14,18,26,20,12,31,10,3,1,1,575,166,280,368,inseto,100,,,,,,,minhoca,1,1,,912,381
